full_name,price_thb,description,make,engine_cc,horsepower_hp,gears,fuel_type,engine,brakes,drive,year,series,type
ฟอร์ด Ford Ranger Double Cab Wildtrak 2.0L Bi-Turbo 4x4 10AT ปี 2022,"1,329,000 บาท",Double Cab Wildtrak 2.0L Bi-Turbo 4x4 10AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,210,เกียร์อัตโนมัติ 10AT,"ดีเซล , ไบโอดีเซล B5",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์คู่พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนสี่ล้อ,2022,Ranger Double Cab Wildtrak 2.0L Bi-Turbo 4x4 10AT,Pickup
ฟอร์ด Ford Ranger Double Cab Wildtrak 2.0L Bi-Turbo HR 10AT ปี 2022,"1,189,000 บาท",Double Cab Wildtrak 2.0L Bi-Turbo HR 10AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,210,เกียร์อัตโนมัติ 10AT,"ดีเซล , ไบโอดีเซล B5",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์คู่พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Double Cab Wildtrak 2.0L Bi-Turbo HR 10AT,Pickup
ฟอร์ด Ford Ranger Double Cab Wildtrak 2.0L Turbo HR 6AT ปี 2022,"1,094,000 บาท","Double Cab Wildtrak 2.0L Turbo HR 6AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย ราคาพิเศษ 999,000 บาท จากราคาเต็ม 1,089,000 บาท ระหว่างวันที่ 1 พฤศจิกายน ถึง 31 ธันวาคม 2567",Ford,1996,170,เกียร์ออโต้ 6AT,"ดีเซล , ไบโอดีเซล B5",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Double Cab Wildtrak 2.0L Turbo HR 6AT,Pickup
ฟอร์ด Ford Ranger Double Cab Sport 2.0L Turbo 4x4 6AT ปี 2022,"1,089,000 บาท",Ranger Double Cab Sport 2.0L Turbo 4x4 6AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,170,เกียร์ออโต้ 6AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนสี่ล้อ,2022,Ranger Double Cab Sport 2.0L Turbo 4x4 6AT,Pickup
ฟอร์ด Ford Ranger Double Cab Wildtrak 2.0L Turbo HR 6MT ปี 2022,"1,014,000 บาท",Double Cab Wildtrak 2.0L Turbo HR 6MT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,170,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Double Cab Wildtrak 2.0L Turbo HR 6MT,Pickup
ฟอร์ด Ford Ranger Double Cab Sport 2.0L Turbo HR 6AT ปี 2022,"999,000 บาท",Ranger Double Cab Sport 2.0L Turbo HR 6AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,170,เกียร์ออโต้ 6AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Double Cab Sport 2.0L Turbo HR 6AT,Pickup
ฟอร์ด Ford Ranger Standard Cab 2.0 Bi-Turbo 10AT 4WD (SWD) ปี 2022,"919,000 บาท",Next-Gen Ranger Standard Cab 2.0 Bi-Turbo 10AT 4WD ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย มาพร้อมตัวเลือกเครื่องยนต์ดีเซลเทอร์โบเดี่ยว 2.0 ลิตร 4 สูบแถวเรียง ทำงานคู่กับเกียร์ออโต้ 10 สปีด,Ford,1996,210,เกียร์อัตโนมัติ 10AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์ 210 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิด 500 นิวตันเมตร ที่ 1,750 รอบต่อนาที",มี,ขับเคลื่อนสี่ล้อ Part Time (พร้อมระบบ Terrain Management),2022,Ranger Standard Cab 2.0 Bi-Turbo 10AT 4WD (SWD),Pickup
ฟอร์ด Ford Ranger Double Cab XL+ 2.0L Turbo HR 6MT ปี 2022,"822,000 บาท",Ranger Double Cab XL+ 2.0L Turbo HR 6MT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และเป็นครั้งแรกที่ฟอร์ดมาพร้อมไฟหน้าแบบเมทริกซ์ แอลอีดี และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย,Ford,1996,170,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20",ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Double Cab XL+ 2.0L Turbo HR 6MT,Pickup
ฟอร์ด Ford Ranger Open Cab XL+ 2.0L Turbo HR 6MT ปี 2022,"734,000 บาท",Next-Gen Ranger Open Cab XL+ 2.0L Turbo HR 6MTด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย มาพร้อมตัวเลือกเครื่องยนต์ดีเซลเทอร์โบเดี่ยว 2.0 ลิตร 4 สูบแถวเรียง ทำงานคู่กับเกียร์ธรรมดา 6 สปีด,Ford,1996,170,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์ 170 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิด 405 นิวตันเมตร ที่ 1,750-2,500 รอบต่อนาที",มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหลัง,2022,Ranger Open Cab XL+ 2.0L Turbo HR 6MT,Pickup
ฟอร์ด Ford Ranger Standard Cab XL 2.0L Turbo 4x4 6MT ปี 2022,"732,000 บาท",Next-Gen Ranger Standard Cab XL 2.0L Turbo 4x4 6MT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย มาพร้อมตัวเลือกเครื่องยนต์ดีเซลเทอร์โบเดี่ยว 2.0 ลิตร 4 สูบแถวเรียง ทำงานคู่กับเกียร์ธรรมดา 6 สปีด,Ford,1996,170,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์ 170 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิด 405 นิวตันเมตร ที่ 1,750-2,500 รอบต่อนาที",มี,ขับเคลื่อนสี่ล้อ (ดิฟล็อกหลังแบบไฟฟ้า),2022,Ranger Standard Cab XL 2.0L Turbo 4x4 6MT,Pickup
ฟอร์ด Ford Ranger Standard Cab 2.0 Turbo 6AT (SWB) ปี 2022,"669,000 บาท",Next-Gen Ranger Standard Cab 2.0 Turbo 6AT ด้วยรูปลักษณ์ที่แข็งแกร่งและปราดเปรียว ฟอร์ด เรนเจอร์ เจเนอเรชันใหม่ ก้าวข้ามขีดจำกัดของการออกแบบภายนอกแบบเดิมๆ ด้วยกระจังหน้าโฉมใหม่อันโดดเด่นเป็นเอกลักษณ์ และไฟหน้าใหม่รูปตัว C เสริมภาพความดุดัน สะท้อนนิยาม ‘เกิดมาแกร่ง’ อย่างชัดเจน และบันไดเหยียบข้างกระบะท้ายบริเวณด้านหลังล้อหลัง ทำให้การขึ้นกระบะท้ายสะดวกสบายยิ่งกว่าเคย มาพร้อมตัวเลือกเครื่องยนต์ดีเซลเทอร์โบเดี่ยว 2.0 ลิตร 4 สูบแถวเรียง ทำงานคู่กับเกียร์ออโต้ 6 สปีด,Ford,1996,170,เกียร์ออโต้ 6AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","ดีเซล 2.0 ลิตร 4 สูบแถวเรียง 16 วาล์ว เทอร์โบชาร์จเจอร์พร้อมอินเตอร์ คูลเลอร์ 170 แรงม้า ที่ 3,500 รอบต่อนาที แรงบิด 405 นิวตันเมตร ที่ 1,750-2,500 รอบต่อนาที",มี,ขับเคลื่อนล้อหลัง,2022,Ranger Standard Cab 2.0 Turbo 6AT (SWB),Pickup
ฮอนด้า Honda City Hatchback DRIVAL ปี 2025,"829,000 บาท","Honda City Hatchback DRIVAL ซิตี้คาร์ 5 ประตูสไตล์สปอร์ตแฮทช์แบ็กสุดเท่ รุ่นพิเศษ เปิดให้จองและจำหน่ายในราคา 829,000 บาท มาพร้อมสีภายนอก สีขาวแพลทินัม (มุก) พร้อมหลังคาสีดำ (ทูโทน) และมีให้เลือกในรุ่นย่อย e:HEV RS จำนวนจำกัดเพียง 1,000 คันเท่านั้น! เมื่อจองตั้งแต่วันที่ 24 มีนาคม 2568 - 7 เมษายน 2568 และรับรถตั้งแต่ 24 มีนาคม 2568 - 30 มิถุนายน 2568 โดยเป็นรุ่นฟูลไฮบริด e:HEV ตอบโจทย์ในทุกเส้นทางด้วยมอเตอร์ไฟฟ้า 2 ตัว ผสานการทำงานอันทรงพลังร่วมกันกับเครื่องยนต์ขนาด 1.5 ลิตร Atkinson Cycle DOHC i-VTEC 4 สูบ 16 วาล์ว พร้อมระบบเกียร์อัตโนมัติอัตราทดแปรผันต่อเนื่องไฟฟ้า (E-CVT) และแบตเตอรี่ลิเธียม-ไอออน มอบการตอบสนองได้ดั่งใจตั้งแต่ออกตัวกับแรงบิดมอเตอร์สูงสุด 253 นิวตัน-เมตร ที่ 0 - 3,000 รอบต่อนาที และประหยัดน้ำมันดีเยี่ยมยิ่งขึ้นที่ 27.8 กม./ลิตร มีอัตราการปล่อยก๊าซคาร์บอนไดออกไซด์เพียง 85 กรัม/กิโลเมตร และรองรับน้ำมัน E20 ทั้งนี้ ระบบฟูลไฮบริด e:HEV จะปรับเปลี่ยนโหมดการขับขี่ให้โดยอัตโนมัติตามความเหมาะสมและสถานการณ์การขับขี่ ประกอบด้วย 3 โหมด ได้แก่ โหมดการขับขี่ด้วยมอเตอร์ไฟฟ้า (EV Drive Mode) โหมดการขับขี่ด้วยระบบไฮบริด (Hybrid Drive Mode) และโหมดการขับขี่ด้วยเครื่องยนต์ (Engine Drive Mode)",Honda,1498,121,เกียร์ออโต้แบบ CVT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20 , เบนซิน E85",DOHC 4 สูบ 16 วาล์ว i-VTEC,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหน้า,2025,City Hatchback DRIVAL,Hatchback
ฮอนด้า Honda City Hatchback e:HEV RS ปี 2024,"799,000 บาท","Honda City Hatchback e:HEV RS  เป็นรุ่นฟูลไฮบริด e:HEV ที่เหมาะสมกับการใช้งานในปัจจุบันและชีวิตประจำวัน เป็นยนตรกรรมภายใต้ไลน์อัป City Series ที่เป็นทางเลือกสำหรับกลุ่มคนที่ชอบซิตี้คาร์ในสไตล์รถแฮทช์แบ็ก 5 ประตู ที่ขับสนุกตอบสนองไลฟ์สไตล์ในทุกวัน ขับเคลื่อนด้วยระบบขับเคลื่อนฟูลไฮบริด e:HEV ที่มอบสมรรถนะการขับขี่ทรงพลัง ตอบโจทย์ในทุกเส้นทางด้วยมอเตอร์ไฟฟ้า 2 ตัว ผสานการทำงานอันทรงพลังร่วมกันกับเครื่องยนต์ขนาด 1.5 ลิตร Atkinson Cycle DOHC i-VTEC 4 สูบ 16 วาล์ว พร้อมระบบเกียร์อัตโนมัติอัตราทดแปรผันต่อเนื่องไฟฟ้า (E-CVT) และแบตเตอรี่ลิเธียม-ไอออน มอบการตอบสนองได้ดั่งใจตั้งแต่ออกตัวกับแรงบิดมอเตอร์สูงสุด 253 นิวตัน-เมตร ที่ 0 - 3,000 รอบต่อนาที และประหยัดน้ำมันดีเยี่ยมยิ่งขึ้นที่ 27.8 กม./ลิตร มีอัตราการปล่อยก๊าซคาร์บอนไดออกไซด์เพียง 85 กรัม/กิโลเมตร และรองรับน้ำมัน E20 ทั้งนี้ ระบบฟูลไฮบริด e:HEV จะปรับเปลี่ยนโหมดการขับขี่ให้โดยอัตโนมัติตามความเหมาะสมและสถานการณ์การขับขี่ ประกอบด้วย 3 โหมด ได้แก่ โหมดการขับขี่ด้วยมอเตอร์ไฟฟ้า (EV Drive Mode) โหมดการขับขี่ด้วยระบบไฮบริด (Hybrid Drive Mode) และโหมดการขับขี่ด้วยเครื่องยนต์ (Engine Drive Mode)",Honda,1498,121,เกียร์ออโต้แบบ CVT,"เบนซิน 95 , เบนซิน 91 , แก๊สโซฮอล์ 95 (E10) , แก๊สโซฮอล์ 91 , เบนซิน E20 , เบนซิน E85",DOHC 4 สูบ 16 วาล์ว i-VTEC,มี (พร้อมระบบกระจายแรงเบรค EBD),ขับเคลื่อนล้อหน้า,2024,City Hatchback e:HEV RS,Hatchback
